样品唯,抽样编,抽样_1,指标,pH,电导率,全盐量,经度,纬度,CODE,longitude,latitude,G,R,REG,NIR,S1,S1REG,NDSI,NDSIREG,SI1,SI1REG,SI2,SI2REG,SI3,SI3REG,SIT,SITREG,Int1,Int1REG,Int2,Int2REG,NDVI,NDVIREG,SAVI,SAVIREG,BI,BIREG,IFe2O3,IFe2O3REG,DVI,DVIREG,sensor,band_mask,UAV_G,UAV_R,UAV_REG,UAV_NIR,UAV_S1,UAV_S1REG,UAV_NDSI,UAV_NDSIREG,UAV_SI1,UAV_SI1REG,UAV_SI2,UAV_SI2REG,UAV_SI3,UAV_SI3REG,UAV_SIT,UAV_SITREG,UAV_Int1,UAV_Int1REG,UAV_Int2,UAV_Int2REG,UAV_NDVI,UAV_NDVIREG,UAV_SAVI,UAV_SAVIREG,UAV_BI,UAV_BIREG,UAV_IFe2O3,UAV_IFe2O3REG,UAV_DVI,UAV_DVIREG
2024110164S,芒硝C6,MX6,pH、电导率、有机质、全盐、全氮,9.52,0.656,6.981,109.3952994,34.79630865,,109.3952994,34.79630865,0.09251749999999997,0.08792499999999998,0.0,0.34991750000000005,0.33254785513551494,0.0,-0.5983715605497412,-1.0,0.09019202396830883,0.0,0.37246818687976563,0.3619416314994726,0.12763343383005094,0.09251749999999997,-26.199250000000006,-34.99175,0.09022124999999998,0.04625874999999999,0.26517999999999997,0.2212175,0.5983715605497412,1.0,0.4190349125786047,0.6175614103721832,0.36079504213784597,0.34991750000000005,0.2512735144712681,0.0,0.2619925000000001,0.34991750000000005,1,"1,1,0,1",0,0,0,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0
2024110140S,B21,B21,pH、电导率、有机质、全盐、全氮,8.68,0.6728,2.156,109.4358954,34.81130717,,109.4358954,34.81130717,0.08855750000000001,0.08732000000000001,0.0,0.37373249999999997,0.3685099726166614,0.0,-0.6212145037712624,-1.0,0.08793657316498069,0.0,0.39388220924852646,0.38408125749963373,0.12436725134154089,0.08855750000000001,-28.641249999999996,-37.37325,0.08793875000000001,0.044278750000000006,0.27480499999999997,0.231145,0.6212145037712624,1.0,0.4470294286732514,0.6416137090013246,0.38379781650792383,0.37373249999999997,0.23364304683162426,0.0,0.28641249999999996,0.37373249999999997,1,"1,1,0,1",0,0,0,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0
,FP23010,,pH、电导率、全盐,8.73,0.1702,1.5,109.386703761,34.799931533,fp23,109.38670376100004,34.79993153300006,0.08445999999999998,0.07887749999999999,0.0,0.3477725,0.3247859977356145,0.0,-0.6302472752841908,-1.0,0.08162103681037136,0.0,0.3664708219797314,0.3578815493375566,0.1155644911131875,0.08445999999999998,-26.889499999999998,-34.777249999999995,0.08166874999999998,0.04222999999999999,0.255555,0.21611624999999998,0.6302472752841908,1.0,0.43526951923595747,0.6153286996216555,0.35660534455122794,0.3477725,0.22680775506976542,0.0,0.268895,0.3477725,1,"1,1,0,1",1466,897,4869,9674,5919.221009549796,32130.085948158252,-0.8302904171790748,-0.33039950491645464,1146.7353661590803,2671.694967618871,9825.479174065762,10928.979504052517,1718.6520881202223,5084.910717013623,-877700.0,-480500.0,1181.5,3167.5,6018.5,8004.5,0.8302904171790748,0.33039950491645464,1.2453767204275648,0.4955822188606594,9715.497156605008,10830.209462425,0.09272276204258838,0.5033078354351871,8777.0,4805.0
2024110118S,A19,A19,pH、电导率、有机质、全盐、全氮,8.6,0.1637,0.956,109.3633658,34.80415524,,109.3633658,34.80415524,0.08105000000000001,0.062267499999999976,0.0,0.4295575,0.33001198804750137,0.0,-0.7467900167742593,-1.0,0.07104069872263362,0.0,0.44154953273953307,0.43713699032025416,0.10220735813164333,0.08105000000000001,-36.729,-42.955749999999995,0.07165875,0.040525000000000005,0.2864375,0.25530375,0.7467900167742593,1.0,0.5554760164343507,0.6931644895555142,0.43404710270027147,0.4295575,0.14495731072091625,0.0,0.36729,0.4295575,1,"1,1,0,1",0,0,0,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0
2024110148S,B29,B29,pH、电导率、有机质、全盐、全氮,8.79,0.1398,1.4,109.4140931,34.81259214,,109.4140931,34.81259214,581.0,371.0,1124.0,4413.0,2817.9397590361446,8537.370051635113,-0.8448996655518395,-0.5940039732707242,464.27470316613204,808.1113784621523,4466.516651709697,4590.806682926215,689.34896823017,1265.2813916279651,-404200.0,-328900.0,476.0,852.5,2682.5,3059.0,0.8448996655518395,0.5940039732707242,1.2672170550736754,0.8909255079006771,4428.56748847751,4553.8933891781,0.08406979379107184,0.25470201676863813,4042.0,3289.0,0,"1,1,0,1",0,0,0,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0
2024110163S,芒硝C5,MX5,pH、电导率、有机质、全盐、全氮,9.27,0.2125,3.25,109.3946388,34.7959183,,109.3946388,34.7959183,0.09433249999999999,0.0892175,0.0,0.3423,0.32373943497734087,0.0,-0.586494174627912,-1.0,0.09173935806811599,0.0,0.3660979006529538,0.35506043225942535,0.1298398354223387,0.09433249999999999,-25.308249999999997,-34.23,0.091775,0.04716624999999999,0.26292499999999996,0.21831625,0.586494174627912,1.0,0.4075326013735652,0.6095809094146978,0.35373585103329575,0.3423,0.26064125036517677,0.0,0.2530825,0.3423,1,"1,1,0,1",0,0,0,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0
2024110190S,D6,D6,pH、电导率、有机质、全盐、全氮,8.64,0.1756,0.694,109.4301601,34.80600118,,109.4301601,34.80600118,0.08459749999999999,0.079015,0.0,0.3361675,0.31398416043618316,0.0,-0.6193722037898997,-1.0,0.08175861705349473,0.0,0.3555400051857737,0.34664870555434074,0.1157588321954312,0.08459749999999999,-25.71525,-33.61675,0.08180625,0.042298749999999996,0.24989,0.2103825,0.6193722037898997,1.0,0.42147741024331214,0.6030505251639176,0.3453287683950615,0.3361675,0.2350465169892985,0.0,0.2571525,0.3361675,1,"1,1,0,1",0,0,0,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0
2024110155S,B36,B36,pH、电导率、有机质、全盐、全氮,8.78,0.1606,2.206,109.4032905,34.81523248,,109.4032905,34.81523248,810.0,705.0,1297.0,4237.0,3687.759259259259,6784.430864197531,-0.7146904087414002,-0.5312612938200216,755.6785030686,1024.9731703805714,4370.960306385772,4504.495310242869,1073.8365797457266,1529.1530335450407,-353200.0,-294000.0,757.5,1053.5,2876.0,3172.0,0.7146904087414002,0.5312612938200216,1.071927162367223,0.7968199476014094,4295.252495488478,4431.069622562932,0.16639131460939344,0.30611281567146564,3532.0,2940.0,0,"1,1,0,1",0,0,0,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0
2024110165S,芒硝C7,MX7,pH、电导率、有机质、全盐、全氮,9,3.3216,14.944,109.395696,34.7967596,,109.395696,34.7967596,1778.0,1752.0,1913.0,2858.0,2816.206974128234,3075.002249718785,-0.23991323210412147,-0.19807168308530707,1764.9521239965688,1844.2651653165278,3794.5951035650696,3871.5651873628576,2496.154642645363,2611.676281624505,-110600.0,-94500.0,1765.0,1845.5,3194.0,3274.5,0.23991323210412147,0.19807168308530707,0.3598308209521744,0.29707639107198996,3352.263116164959,3439.1471326478604,0.6130160951714486,0.6693491952414276,1106.0,945.0,0,"1,1,0,1",0,0,0,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0
2024110178S,芒硝C20,MX20,pH、电导率、有机质、全盐、全氮,9.58,9.7381,27.163,109.397998,34.80114198,,109.397998,34.80114198,1836.0,2076.0,2606.0,3208.0,3627.346405228758,4553.403050108933,-0.2142316426949281,-0.10354317165462676,1952.3155482656998,2187.3765108000953,4239.332022854544,4522.543089899752,2771.402533014647,3187.8099065032093,-113200.0,-60200.0,1956.0,2221.0,3560.0,3825.0,0.2142316426949281,0.10354317165462676,0.3213170593244394,0.1553014016682432,3821.130722704995,4133.098111586513,0.6471321695760599,0.8123441396508728,1132.0,602.0,0,"1,1,0,1",0,0,0,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0
2024110120S,B1,B1,pH、电导率、有机质、全盐、全氮,8.53,0.1937,0.638,109.4359732,34.81260535,,109.4359732,34.81260535,0.08520250000000001,0.08190249999999999,0.0,0.36647250000000003,0.35227855909451006,0.0,-0.6346696403679956,-1.0,0.08353620625962134,0.0,0.38505789015257175,0.37624667342383245,0.1181841170060512,0.08520250000000001,-28.457000000000004,-36.64725000000001,0.0835525,0.04260125000000001,0.26678875,0.22583750000000002,0.6346696403679956,1.0,0.45009094503756436,0.6344214617313303,0.3755131326098996,0.36647250000000003,0.2234888020247085,0.0,0.28457000000000005,0.36647250000000003,1,"1,1,0,1",0,0,0,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0
2024110194S,D10,D10,pH、电导率、有机质、全盐、全氮,9.35,0.4482,1.569,109.4256491,34.79683662,,109.4256491,34.79683662,1294.0,1438.0,2000.0,3094.0,3438.3091190108194,4782.071097372488,-0.36540158870255957,-0.21476246564585788,1364.101169268614,1608.7262041752165,3648.9883529548297,3904.7755377230073,1934.4973507348104,2382.107470287602,-165600.0,-109400.0,1366.0,1647.0,2913.0,3194.0,0.36540158870255957,0.21476246564585788,0.5480419194704909,0.3221120816566886,3411.8440761558845,3684.1330051994596,0.464770523594053,0.6464124111182935,1656.0,1094.0,0,"1,1,0,1",0,0,0,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0
2024110192S,D8,D8,pH、电导率、有机质、全盐、全氮,8.88,0.2411,1.294,109.425423,34.80368131,,109.425423,34.80368131,1182.0,1354.0,1727.0,2938.0,3365.5262267343487,4292.661590524534,-0.36905871388630007,-0.25959271168274384,1265.0802346096473,1428.7456036677768,3444.1666626340834,3607.14527015478,1797.3424826671182,2092.7620504969027,-158400.0,-121100.0,1268.0,1454.5,2737.0,2923.5,0.36905871388630007,0.25959271168274384,0.5535235876528829,0.3893473368342086,3234.9899536165485,3407.9866490348813,0.460857726344452,0.5878148400272294,1584.0,1211.0,0,"1,1,0,1",0,0,0,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0
,FP14010,,pH、电导率、全盐,9.28,0.1631,3.175,109.386107948,34.801236776,fp14,109.38610794800007,34.80123677600005,0.09766000000000002,0.0989525,0.0,0.3488725,0.3534897200107515,0.0,-0.55807514095908,-1.0,0.09830412580354907,0.0,0.37555438236359323,0.3622837242497239,0.13902903601855982,0.09766000000000002,-24.991999999999997,-34.887249999999995,0.09830625000000001,0.04883000000000001,0.2727425,0.22326625,0.55807514095908,1.0,0.39551604990372696,0.6164750890151348,0.36263427652732994,0.3488725,0.2836351389117801,0.0,0.24991999999999998,0.3488725,1,"1,1,0,1",1513,1157,4074,8557,6543.588235294118,23041.122273628553,-0.7617871113856289,-0.35492043385321825,1323.0801185113469,2482.732768543566,8766.416998979686,9597.33786005265,1904.68317575391,4345.876781502209,-740000.0,-448300.0,1335.0,2793.5,5613.5,7072.0,0.7617871113856289,0.35492043385321825,1.1426218539296926,0.5323595772473578,8634.865256620975,9477.326891059525,0.1352109384129952,0.47610143741965644,7400.0,4483.0
2024110197S,D13,D13,pH、电导率、有机质、全盐、全氮,9.96,0.6981,1.55,109.3862723,34.79794135,,109.3862723,34.79794135,1234.0,1226.0,1863.0,3140.0,3119.643435980551,4740.534846029173,-0.43838754008245534,-0.2552468518888667,1229.993495917763,1516.2262364172439,3589.628393023434,3853.9752204704173,1739.491879831579,2234.6196544378645,-191400.0,-127700.0,1230.0,1548.5,2800.0,3118.5,0.43838754008245534,0.2552468518888667,0.6575060116798351,0.38283201758768864,3370.856864359565,3651.077786079064,0.3904458598726115,0.5933121019108281,1914.0,1277.0,0,"1,1,0,1",0,0,0,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0
,FP28010,,pH、电导率、全盐,9.5,0.5428,5.519,109.386421008,34.80180322,fp28,109.38642100800007,34.80180322000007,0.09386499999999998,0.091995,0.0,0.34815749999999995,0.341221426649976,0.0,-0.5819857890163068,-1.0,0.09292529620614613,0.0,0.3721389029062266,0.36058880047950737,0.13142951818370177,0.09386499999999998,-25.616249999999997,-34.815749999999994,0.09292999999999998,0.04693249999999999,0.26700874999999996,0.22101124999999996,0.5819857890163068,1.0,0.40870364116459823,0.6157302741530907,0.3601065464987411,0.34815749999999995,0.2642338596755779,0.0,0.25616249999999996,0.34815749999999995,1,"1,1,0,1",1907,1504,6059,7616,6006.535920293655,24197.873099108547,-0.6701754385964912,-0.11385740402193785,1693.5548411551365,3399.192992461593,7993.880221769651,9917.236812741743,2428.7167393502273,6352.0177896476325,-611200.0,-155700.0,1705.5,3983.0,5513.5,7791.0,0.6701754385964912,0.11385740402193785,1.0052080478043968,0.17077986179664364,7763.083923287188,9732.159934978463,0.19747899159663865,0.795561974789916,6112.0,1557.0
2024110132S,B13,B13,pH、电导率、有机质、全盐、全氮,8.99,0.3985,2.525,109.4154382,34.81741472,,109.4154382,34.81741472,0.061112500000000014,0.044062500000000004,0.0,0.43365499999999996,0.31266800470443845,0.0,-0.8155290522118197,-1.0,0.05189190236684334,0.0,0.44015099748552194,0.4379399464324418,0.07534083595567546,0.061112500000000014,-38.95925,-43.3655,0.05258750000000001,0.030556250000000007,0.26941499999999996,0.24738374999999999,0.8155290522118197,1.0,0.5977071597879755,0.6967054211673477,0.43588778708659637,0.43365499999999996,0.10160726845072698,0.0,0.38959249999999995,0.43365499999999996,1,"1,1,0,1",0,0,0,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0
,FP17010,,pH、电导率、全盐,9.2,0.2358,2.319,109.386286595,34.800191574,fp17,109.38628659500006,34.80019157400005,0.10863250000000002,0.11080499999999999,0.0,0.3417775,0.3486125780728603,0.0,-0.5103434180508527,-1.0,0.109713372760571,0.0,0.3753540030258103,0.35862637878786885,0.1551733484888755,0.10863250000000002,-23.097250000000003,-34.17775,0.10971875,0.05431625000000001,0.2806075,0.22520500000000002,0.5103434180508527,1.0,0.3637047184889498,0.6090282170763651,0.35929042226484414,0.3417775,0.3242021490589638,0.0,0.23097250000000003,0.3417775,1,"1,1,0,1",1063,774,2783,5645,4110.282220131703,14778.960489181562,-0.7588409409565353,-0.3395823445657333,907.0622911355097,1719.9793603412804,5796.125429974752,6382.874195846257,1314.9315571542118,2979.103556441098,-487100.0,-286200.0,918.5,1923.0,3741.0,4745.5,0.7588409409565353,0.3395823445657333,1.1381727548874523,0.5093432995194874,5697.815458577085,6293.736092338159,0.1371124889282551,0.4930026572187777,4871.0,2862.0
2024110108S,A9,A9,pH、电导率、有机质、全盐、全氮,8.29,0.7151,2.787,109.3960069,34.81283658,,109.3960069,34.81283658,790.0,638.0,1169.0,3888.0,3139.929113924051,5753.255696202532,-0.7180733539549271,-0.5376705556654143,709.9436597364611,960.9942767779629,4018.4185944224378,4136.085709943642,1015.4526084461057,1410.9078637529808,-325000.0,-271900.0,714.0,979.5,2658.0,2923.5,0.7180733539549271,0.5376705556654143,1.0769910526897162,0.8064260998517054,3939.998477157066,4059.939038951201,0.1640946502057613,0.3006687242798354,3250.0,2719.0,0,"1,1,0,1",0,0,0,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0
2024110113S,A14,A14,pH、电导率、有机质、全盐、全氮,8.74,0.4189,1.613,109.3945585,34.80701058,,109.3945585,34.80701058,1462.0,1530.0,1829.0,3047.0,3188.720930232558,3811.876196990424,-0.3314398077343238,-0.2497949138638228,1495.6135864587484,1635.2363743508154,3709.7915035753695,3842.7716559795745,2116.2098194649793,2341.5133994918756,-151700.0,-121800.0,1496.0,1645.5,3019.5,3169.0,0.3314398077343238,0.2497949138638228,0.4971054068814855,0.37465395262996,3409.5614087445324,3553.7937475323465,0.5021332458155563,0.6002625533311454,1517.0,1218.0,0,"1,1,0,1",0,0,0,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0
2024110162S,芒硝C4,MX4,pH、电导率、有机质、全盐、全氮,9.67,0.9269,3.719,109.3939286,34.7962024,,109.3939286,34.7962024,0.14100000000000001,0.14817750000000002,0.0,0.32547,0.3420378079787234,0.0,-0.3743131759378018,-1.0,0.14454420604092025,0.0,0.3844064156673897,0.35469947970077426,0.20454234648661387,0.14100000000000001,-17.729249999999997,-32.547,0.14458875000000002,0.07050000000000001,0.30732375,0.233235,0.3743131759378018,1.0,0.2731365817711235,0.591426702363502,0.35761332806014096,0.32547,0.4552723753341323,0.0,0.17729249999999996,0.32547,1,"1,1,0,1",0,0,0,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0
2024110139S,B20,B20,pH、电导率、有机质、全盐、全氮,8.64,0.2406,0.938,109.4275188,34.8156707,,109.4275188,34.8156707,578.0,474.0,778.0,3576.0,2932.567474048443,4813.3702422145325,-0.7659259259259259,-0.6426274689940285,523.4233468235822,670.5848193927446,3653.2911189775173,3705.0160593444125,747.5025083569955,969.2099875671938,-310200.0,-279800.0,526.0,678.0,2314.0,2466.0,0.7659259259259259,0.6426274689940285,1.1487470682631773,0.9638305201515673,3607.2776438749484,3659.6529890141223,0.1325503355704698,0.21756152125279643,3102.0,2798.0,0,"1,1,0,1",0,0,0,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0
2024110145S,B26,B26,pH、电导率、有机质、全盐、全氮,8.46,0.188,1.2,109.4214128,34.80751161,,109.4214128,34.80751161,0.07109500000000002,0.058252499999999985,0.0,0.41668750000000004,0.3414176607883816,0.0,-0.7546953299364131,-1.0,0.06435418780079506,0.0,0.4267040255698322,0.4227090863481054,0.09191220148190338,0.07109500000000002,-35.843500000000006,-41.66875,0.06467375,0.03554750000000001,0.2730175,0.24389125000000003,0.7546953299364131,1.0,0.551472398301434,0.6818367764368991,0.42073961830626316,0.41668750000000004,0.13979901004949746,0.0,0.35843500000000006,0.41668750000000004,1,"1,1,0,1",0,0,0,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0
2024110141S,B22,B22,pH、电导率、有机质、全盐、全氮,8.51,0.2066,1.037,109.4340299,34.81112769,,109.4340299,34.81112769,874.0,814.0,1283.0,3492.0,3252.2745995423343,5126.128146453089,-0.6219228982814677,-0.4626178010471204,843.4666561281483,1058.9343700154416,3690.6010350619044,3821.52181728693,1194.3500324444253,1552.406196844112,-267800.0,-220900.0,844.0,1078.5,2590.0,2824.5,0.6219228982814677,0.4626178010471204,0.932776036224312,0.6938540466966809,3585.6184961593444,3720.235610818218,0.23310423825887744,0.36741122565864837,2678.0,2209.0,0,"1,1,0,1",0,0,0,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0
,FP11010,,pH、电导率、全盐,8.63,0.2671,1.444,109.386149792,34.802007716,fp11,109.38614979200008,34.80200771600005,0.09331499999999998,0.09163749999999998,0.0,0.3464525,0.34022441160317207,0.0,-0.5816498892921547,-1.0,0.09247244623399987,0.0,0.3703166960690538,0.35879942026325795,0.13078654606361464,0.09331499999999998,-25.4815,-34.64525,0.09247624999999998,0.04665749999999999,0.26570249999999995,0.21988375,0.5816498892921547,1.0,0.40744757965653616,0.6139490993292593,0.35836680393487896,0.3464525,0.26450234880683493,0.0,0.254815,0.3464525,1,"1,1,0,1",778,505,2232,5441,3531.754498714653,15609.655526992288,-0.8301379078372014,-0.41821973152613057,626.8093809125705,1317.7617387069636,5519.4918244345645,5932.249910447132,927.5284362217689,2363.7064115494545,-493600.0,-320900.0,641.5,1505.0,3362.0,4225.5,0.8301379078372014,0.41821973152613057,1.2451021609350037,0.6272887209226559,5464.385235321536,5881.0122428031045,0.09281382098878882,0.4102187097959934,4936.0,3209.0
2024110193S,D9,D9,pH、电导率、有机质、全盐、全氮,8.4,0.3962,1.081,109.4255601,34.80150329,,109.4255601,34.80150329,0.10681750000000001,0.115975,0.0,0.3238475,0.3516110544854541,0.0,-0.4726281624973711,-1.0,0.11130210942520362,0.0,0.36019075805397893,0.3410090637541765,0.15767111000830178,0.10681750000000001,-20.78725,-32.384750000000004,0.11139625,0.053408750000000005,0.27332,0.2153325,0.4726281624973711,1.0,0.33177408500009314,0.5896373418624199,0.3439875054144409,0.3238475,0.35811608859108063,0.0,0.20787250000000002,0.3238475,1,"1,1,0,1",0,0,0,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0
2024110133S,B14,B14,pH、电导率、有机质、全盐、全氮,8.61,0.5185,1.631,109.4035292,34.8149308,,109.4035292,34.8149308,0.06581500000000001,0.052395000000000025,0.0,0.42084000000000005,0.3350286682367243,0.0,-0.7785666740625693,-1.0,0.05872288246501531,0.0,0.42916565082727676,0.4259553026140185,0.08412401708192498,0.06581500000000001,-36.844500000000004,-42.084,0.05910500000000002,0.032907500000000006,0.269525,0.24332750000000003,0.7785666740625693,1.0,0.5678664454114372,0.6855262586334216,0.42408907274887436,0.42084000000000005,0.12450099800399206,0.0,0.368445,0.42084000000000005,1,"1,1,0,1",0,0,0,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0
2024110196S,D12,D12,pH、电导率、有机质、全盐、全氮,8.98,0.4132,2.25,109.4216684,34.79677344,,109.4216684,34.79677344,1290.0,1246.0,1813.0,3032.0,2928.582945736434,4261.2527131782945,-0.4174848059841047,-0.2515995872033024,1267.8091338998943,1529.3037631549855,3522.7318944251206,3760.863331736478,1793.4926818919557,2225.0997730438967,-178600.0,-121900.0,1268.0,1551.5,2784.0,3067.5,0.4174848059841047,0.2515995872033024,0.6261540259436719,0.37736043751934784,3278.03904796755,3532.7033557885948,0.4109498680738786,0.5979551451187335,1786.0,1219.0,0,"1,1,0,1",0,0,0,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0
,FP1010,,pH、电导率、全盐,9.26,0.1418,4.4,109.385622889,34.802396414,fp1,109.38562288900005,34.80239641400004,0.10621249999999999,0.11226249999999999,0.0,0.351485,0.3715060356596446,0.0,-0.5158464466115721,-1.0,0.10919560788442911,0.0,0.3839605048536893,0.3671822440985539,0.1545443757064617,0.10621249999999999,-23.922250000000002,-35.1485,0.10923749999999999,0.053106249999999994,0.28498,0.22884875,0.5158464466115721,1.0,0.37233170514061,0.6191858928812604,0.3689777420539754,0.351485,0.31939485326543093,0.0,0.2392225,0.351485,1,"1,1,0,1",1784,1550,5175,7484,6502.354260089686,21709.473094170404,-0.6568518928492362,-0.18239987360770993,1662.8890522220656,3038.453554030405,7848.2744600326005,9272.191596381084,2363.293464637856,5473.872577983525,-593400.0,-230900.0,1667.0,3479.5,5409.0,7221.5,0.6568518928492362,0.18239987360770993,0.985223310642537,0.27358900430506733,7642.823823692393,9098.94944485351,0.2071084981293426,0.6914751469802245,5934.0,2309.0
2024110160S,芒硝C2,MX2,pH、电导率、有机质、全盐、全氮,9.48,2.7215,9.631,109.3937505,34.79575139,,109.3937505,34.79575139,1998.0,1960.0,2276.0,2842.0,2787.947947947948,3237.4334334334335,-0.1836734693877551,-0.11059007424775302,1978.9087902174774,2132.4746188407494,3988.805334934258,4153.208879890343,2798.857624103091,3028.5607142667623,-88200.0,-56600.0,1979.0,2137.0,3400.0,3558.0,0.1836734693877551,0.11059007424775302,0.275481520041645,0.16586890690632022,3452.3273309464735,3641.035566978164,0.6896551724137931,0.800844475721323,882.0,566.0,0,"1,1,0,1",0,0,0,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0
2024110167S,芒硝C9,MX9,pH、电导率、有机质、全盐、全氮,9.09,5.7229,22.931,109.3960605,34.79710935,,109.3960605,34.79710935,1566.0,1654.0,2342.0,2815.0,2973.1864623243932,4209.916985951469,-0.25978966211680465,-0.09171999224355246,1609.3986454573646,1915.090598379095,3621.0905815789806,3982.655521131598,2277.733961638189,2817.3249723807157,-116100.0,-47300.0,1610.0,1954.0,3017.5,3361.5,0.25978966211680465,0.09171999224355246,0.3896408994294664,0.13756665050896752,3264.956508132995,3661.855950197932,0.5875666074600355,0.8319715808170515,1161.0,473.0,0,"1,1,0,1",0,0,0,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0
,FP19010,,pH、电导率、全盐,9.07,0.1447,1.937,109.38628015,34.799585242,fp19,109.38628015000006,34.799585242000035,896.0,916.0,1363.0,2850.0,2913.6160714285716,4335.435267857143,-0.5135422198619225,-0.35295513885592217,905.9448106810922,1105.1009003706404,3124.7995135688307,3283.7608012764877,1281.3555322391987,1631.1299764273845,-193400.0,-148700.0,906.0,1129.5,2331.0,2554.5,0.5135422198619225,0.35295513885592217,0.7702110712863401,0.5293698825204699,2993.585809693786,3159.156374730444,0.3214035087719298,0.4782456140350877,1934.0,1487.0,0,"1,1,0,1",1294,749,3985,7676,4443.063369397218,23638.99536321484,-0.8221958456973294,-0.31652516936797875,984.4826052297725,2270.812629875041,7820.256581468411,8745.034991353665,1495.1377862926213,4189.828278104009,-692700.0,-369100.0,1021.5,2639.5,4859.5,6477.5,0.8221958456973294,0.31652516936797875,1.2332205803809864,0.4747673969900956,7712.455964217883,8648.76875630283,0.09757686294945284,0.5191505992704534,6927.0,3691.0
